ลำดับ,เลขทะเบียนเดิม,FID,ชื่อโรงงาน,ผู้ประกอบการ,ประกอบกิจการ,เลขที่,หมู่,ซอย,ถนน,ตำบล,อำเภอ,จังหวัด,ไปรษณีย์,โทรศัพท์,เงินทุนรวม,คนงานรวม,แรงม้า
2001,จ3-105-127/51ชม,2.05E+13,ห้างหุ้นส่วนจำกัด กลุ่มบ้านตาลพัฒนา,ห้างหุ้นส่วนจำกัด กลุ่มบ้านตาลพัฒนา,คัดแยกขยะสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย และฝั่งกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เลขที่ 332,7,,,บ้านตาล,ฮอด,เชียงใหม่,50240,084-6112302,18150000,13,160
2002,3-101-1/45ลพ,1.051E+13,บริษัท สหพัฒนาอินเตอร์โฮลดิ้ง จำกัด (มหาชน),บริษัท สหพัฒนาอินเตอร์โฮลดิ้ง จำกัด (มหาชน),บำบัดของเสียรวม (เตาเผาขยะทั่วไป 50 กก./ชม.),เลขที่ 189,15,,,ป่าสัก,เมืองลำพูน,ลำพูน,51000,,1020000,5,59.44
2003,3-105-137/47ลพ,1.051E+13,บริษัท ก.ทวีทรัพย์ อุตสาหกรรม จำกัด,บริษัท ก.ทวีทรัพย์ อุตสาหกรรม จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย หลอมโลหะจากเศษโลหะขี้ตะกรันโลหะ เช่น ทองเหลือง ทองแดง อลูมิเนียม และสังกะสี,เลขที่ 97,11,-,เลี่ยงเมืองป่าซาง-ลำพูน,ป่าสัก,เมืองลำพูน,ลำพูน,51000,,9700000,6,564.1
2004,3-105-142/47ลพ,1.051E+13,ห้างหุ้นส่วนจำกัด ท้าวบุญเรือง,ห้างหุ้นส่วนจำกัด ท้าวบุญเรือง,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) ตัดและอัดเศษโลหะ,เลขที่ 250,4,,,ศรีบัวบาน,เมืองลำพูน,ลำพูน,51000,,8750000,20,50
2005,3-105-3/46ลพ,1.051E+13,บริษัท นอร์ธเทิร์น อาร์ต โปรดักท์ จำกัด,บริษัท นอร์ธเทิร์น อาร์ต โปรดักท์ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ย่อยพลาสติก อัดเศษโลหะและกระดาษ ขยายทำน้ำมันเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นและตัวทำละลายที่ใช้แล้ว ซ่อม และล้างบรรจุภัณฑ์ บดย่อยเศษและตะกรันโลหะ บดย่อยชิ้นส่วนอิเล็คทรอนิกส์ หลอมโลหะมีค่า เช่น เศษทอง เงิน นาค นิกเกิล,เลขที่ 12/1,4,-,-,เหมืองง่า,เมืองลำพูน,ลำพูน,51000,,1450000,17,273
2006,3-105-39/48ลพ,1.051E+13,ห้างหุ้นส่วนจำกัด รี-ยูส,ห้างหุ้นส่วนจำกัด รี-ยูส,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) อัดเศษกระดาษ เศษโลหะ บดย่อยพลาสติกและหลอมหล่อโลหะจากเศษโลหะ ขี้ตะกรันโลหะ เช่น ทองเหลือง ทองแดง อลูมิเนียมและสังกะสี ทำเชื้อเพลิงทดแทน เชื้อเพลิงผสม ซ่อมและล้างถังด้วยตัวทำละลาย หลอมหล่อโลหะมีค่า เช่น ทอง เงิน นิกเกิล และเก็บรวบรวมวัสดุที่ไม่ใช้แล้ว เช่น แบตเตอรี่และหม้อแปลงไฟฟ้า,เลขที่ 1,9,-,-,ป่าสัก,เมืองลำพูน,ลำพูน,51000,,1800000,10,191
2007,3-105-4/46ลพ,1.051E+13,บริษัท ส.วิวัฒน์พานิช จำกัด,บริษัท ส.วิวัฒน์พานิช จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วตามที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),เลขที่ 122,6,-,-,มะเขือแจ้,เมืองลำพูน,ลำพูน,51000,,7000000,18,124
2008,3-105-4/57ลพ,1.051E+13,บริษัท พี.ที.เอส.บิซิเนส จำกัด,บริษัท พี.ที.เอส.บิซิเนส จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น เศษกระดาษ เศษโลหะ เศษพลาสติก,เลขที่ 101,4,,,มะเขือแจ้,เมืองลำพูน,ลำพูน,51000,,24450000,19,126.96
2009,3-105-56/49ลพ,1.051E+13,บริษัท ดวงดำรงค์ รีไซเคิล จำกัด,บริษัท ดวงดำรงค์ รีไซเคิล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เฉพาะเศษกระดาษ เศษพลาสติก และเศษโลหะต่าง ๆ อัดเศษโลหะ อัดเศษกระดาษ และบดย่อยพลาสติก,เลขที่ 211,4, -, -,มะเขือแจ้,เมืองลำพูน,ลำพูน,51000,,7100000,18,386
2010,3-106-10/53ลพ,1.051E+13,บริษัท ดับบลิว เอ็ม เอส ดีโป จำกัด,บริษัท ดับบลิว เอ็ม เอส ดีโป จำกัด,ทำวัตถุดิบทดแทนในการผลิตปูนซีเมนต์ ทำเชื้อเพลิงทดแทน ทำเชื้อเพลิงผสม รีไซเคิลหลอดฟลูออเรสเซนต์และล้างบรรจุภัณฑ์,เลขที่ 33,19,-,เทคโน-เหมืองกวัก,มะเขือแจ้,เมืองลำพูน,ลำพูน,51000,0 5350 3772,5200000,6,112.5
2011,3-106-20/52ลพ,1.051E+13,ห้างหุ้นส่วนจำกัด ลำพูนเมกิ,ห้างหุ้นส่วนจำกัด ลำพูนเมกิ ,หลอมหล่อเศษและตะกรันอลูมิเนียม ทอง เงิน นิเกิล ทองเหลือง,เลขที่ 195,19,-,-,มะเขือแจ้,เมืองลำพูน,ลำพูน,51000,,9500000,15,173.8
